NAME,DEVICE TYPE,TYPE,DATASET,DATASET STATE,NE107 STATUS,WARNINGS,ERRORS,DESCRIPTION,PACKAGE DEVICE TYPE (ID),PACKAGE MANUFACTURER (ID),PACKAGE PROTOCOL,PACKAGE CLASSIFICATION,PACKAGE TYPE,PACKAGE REVISION,SUPPORTED DEVICE REVISIONS,TOPOLOGY ADDRESS,DEVICE IDENTITY,CUSTOM DEVICE FIELDS,USER MESSAGE
FIT561217_10,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./5 PCMP738224/Modulebus/4/1/0,2606E35503,,
FIT561220_10,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./5 PCMP738219/Modulebus/1/1/0,26064E7785,,
FIT561221_10,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./5 PCMP738224/Modulebus/4/4/0,260646BADA,,
FIT622204_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./2 PCMP738270/Modulebus/1/7/0,260654EC89,,
FIT622221_01,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/4/3/0,1F2452E1B6,,
FIT622221_02A,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/4/5/0,2606C78E0D,,
FIT622221_02B,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./3 PCMP738268/Modulebus/3/2/0,2606C7AC7E,,
FIT622221_03,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/1/6/0,1F2452E184,,
FIT622224_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./3 PCMP738270/Modulebus/2/1/0,2606C841F7,,
FIT623201_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/4/6/.,2606C7AC81,,
FIT623202_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./6 PCMP738267/Modulebus/7/1/0,2606C7B4A3,,
FIT623202_03,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./3 PCMP738268/Modulebus/3/3/.,2606541DB7,,
FIT623203_02,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./3 PCMP738265/Modulebus/2/1/0,2606C7B49E,,
FIT623208_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/2/1/0,26064B7417,,
FIT623209_01,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./2 PCMP738217/Modulebus/3/1/0,E0BD0A0231,,
FIT623210_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/8/5/0,2606C7718F,,
FIT623211_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/8/6/0,2606C76810,,
FIT641761_01,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/1/2/0,E0BD0A023A,,
FIT641762_01,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/1/5/0,E0BD0A023B,,
FIT641763_01,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/1/6/0,E0BD0A023C,,
FIT653207_01,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223/Modulebus/4/1/0,E0BDFF046D,,
FIT654206_01,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10154/CexBus/1/./3 PCMP738220/Modulebus/8/1/0,E0BD0A0239,,
FIT671202_02,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/5/1/0,1F24536B42,,
FIT671203_01,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/4/5/0,E0BD0A022F,,
FIT675232_02,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/8/1/0,1F2452E157,,
FIT675241_02,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/8/2/0,1F24536A4B,,
FIT681201_01,8732 (0x003C),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./4 PCMP738266/Modulebus/4/3/0,263C0A79FA,,
FIT681210_01,MVD Series 1000 Analog Output (0x0029),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/9/3/0,1F29525EB0,,
FIT681211_01,8800D (0x003A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/8/3/0,263A029927,,
FIT681212_01,8800D (0x003A),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./2 PCMP738267/Modulebus/9/2/0,263A02991A,,
FIT684201_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/3/1/0,2606C7A83A,,
FIT684203_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/5/3/0,2606C763EB,,
FIT684203_02,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/5/4/0,E0BD0A023D,,
FIT684204_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/5/5/0,2606CC0C9F,,
FIT684204_02,FLUXUS (0xE0BD),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/5/6/0,E0BD0A023E,,
FIT684219_01,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/3/2/0,1F2452E169,,
FIT684221_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/3/3/0,2606C76FCF,,
FIT684223_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/8/4/0,2606C7906F,,
FIT684237_01,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/4/1/0,1F2452E251,,
FIT911200_01,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./3 PCMP738215/Modulebus/6/2/0,1F2452E18A,,
FIT942205A_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Out of Specification,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./3 PCMP738218/Modulebus/1/2/.,2606CB9EE5,,
FIT942205B_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./4 PCMP738216/Modulebus/1/2/0,2606DDBD6C,,
FIT942205C_01,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./5 PCMP738216/Modulebus/1/4/0,2606CB8ABF,,
FIT961201_01_,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Normal,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./4 PCMP738216/Modulebus/1/1/0,2606C78A45,,
FIT966201_01,MVD Series 2000 Config I/O (0x0024),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./2 PCMP738270/Modulebus/2/7/0,1F24536F29,,
FIT966201_02,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
FIT966201_02,MVD Series 2000 Config I/O (0x1F24),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./4 PCMP738268/Modulebus/2/3/0,1F2452E18E,,
FS684216_02_IO,3051SMV with Fully Compensated Mass and Energy Flow (0x0049),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20153/Modulebus/502/1/.,26494C5648,,
FS684234_02_IO,3051SMV with Fully Compensated Mass and Energy Flow (0x0049),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20153/Modulebus/503/6/0,26494C565C,,
FS911250A_01_IO,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20155/Modulebus/401/3/0,2606E23E3F,,
FS911250B_01_IO,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20155/Modulebus/402/3/0,2606C75DB1,,
FS942205A_02_IO,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20156/Modulebus/301/4/0,2606CB01C8,,
FS942205B_02_IO,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20156/Modulebus/302/3/0,2606CAB511,,
FS942205C_02_IO,3051 (0x0006),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,3051 (0x0006),Rosemount ,HART 5,Pressure,Specific EDD,7.16.0,7.*.*,ABB FIM Bridge 800xA/System/HEM_PSD.CNTRL20156/Modulebus/303/3/0,2606CABEAE,,
FT612203_05,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Out of Specification,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./2 PCMP738265/Modulebus/1/1/0,0A02E2F7ED,,
FT612203_18,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./3 PCMP738268/Modulebus/5/2/0,0A0209C36C,,
FT612203_19,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./5 PCMP738269/Modulebus/4/4/0,0A0209C354,,
FT612203_20,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10184/CexBus/1/./2 PCMP738270/Modulebus/2/6/0,0A0209C332,,
FT616201_03,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Out of Specification,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./6 PCMP738217/Modulebus/1/3/0,0A0209C353,,
FT618210_02,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,,,,
FT618210_02,ESK4 (0x00D6),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x0082),ABB,HART 5,Universal,Generic Device Package,01.00.01,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./2 PCMP738265/Modulebus/2/7/0,45D6A996A8,,
FT618342_02,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./2 PCMP738265/Modulebus/7/2/0,0A0209C364,,
FT618342_03,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./2 PCMP738265/Modulebus/7/5/0,0A0209CA56,,
FT991213_03,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10181/CexBus/1/./2 PCMP738265/Modulebus/1/3/0,0A02AE91BE,,
FT991213_05,38XXVA (0x0A02),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10182/CexBus/1/./6 PCMP738269/Modulebus/8/4/0,0A02720289,,
FV561201_10,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./4 PCMP738223/Modulebus/9/1/0,1309553BEE,,
FV561203_10,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./5 PCMP738219/Modulebus/9/8/0,1309261C5E,,
FV561204_10,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./6 PCMP738219/Modulebus/8/8/0,130985E9D0,,
FV561228_10,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10155/CexBus/1/./6 PCMP738224/Modulebus/4/1/0,130946154C,,
FV561229_10,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10152/CexBus/1/./6 PCMP738219/Modulebus/8/1/0,130985A3E1,,
FV684219_01,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/9/1/0,1309A3659E,,
FV684223_01,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Maintenance required,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/9/7/0,1309B33D2A,,
FV684237_01,DVC6200 (0x0009),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,DVC6200 (0x0009),Fisher Controls ,HART 5,Actuator,Specific EDD,1.7.0,1.*.*,ABB FIM Bridge 800xA/System/HEM_PCS.CNTRL10151/CexBus/1/./2 PCMP738215/Modulebus/9/2/.,1309A43EB5,,
GSA4183101_07, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20227/Modulebus/101/1/0,E0910089F2,,
GSA4183101_08, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20227/Modulebus/101/2/0,E0910089F0,,
GSA4183607_03, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20229/Modulebus/202/1/0,E091008DB3,,
GSA4183607_04,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
GSA4183607_04, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS2.CNTRL20229/Modulebus/101/6/0,E091008DB7,,
GSA4184202_14, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS.CNTRL20168/Modulebus/203/8/0,E091015CEB,,
GSA4184202_15, (0xE091),DEVICE,ONLINE,NOT IN SYNC,Unknown,No offline dataset exists,,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,ABB FIM Bridge 800xA/System/HEM_ESD_FGS.CNTRL20168/Modulebus/204/8/0,E091015CEA,,
GSA4187101_04,,DEVICE,OFFLINE,NOT IN SYNC,,,Device name not unique,,GENERIC (0x1A82),ABB,HART 7,Universal,Generic Device Package,02.00.0007,All Supported,,,,
